region,ticker,display_ticker,company,exchange,currency,category,supply_chain_category,role,industry_class,industry_model_class,stage,lifecycle_stage,revenue_purity,valuation_models,valuation_basis,valuation_label,model_read,data_status,price,marketCap,trailingPE,forwardPE,evToEbitda,ps,pb,revenueGrowth,grossMargins,ebitdaMargins,profitMargins,six_month_return,benchmark_return,source_url
US,DUK,DUK,Duke Energy,US,USD,11. L5 電力供應 / 公用事業 / 核能,11. L5 電力供應 / 公用事業 / 核能,Regulated utility,公用事業 / 資本密集,公用事業 / 資本密集,成熟複利,成熟複利,低到中,"PE, dividend yield, EV/EBITDA","PE, PB, EV/EBITDA peer/history blend",合理反映,估值接近成熟公用事業合理區間,complete,122.73,95679848448.0,18.881538,17.121048,11.394,2.9242902,1.7852675,0.113,0.5105,0.50361997,0.15706,,,https://finance.yahoo.com/quote/DUK
US,SO,SO,Southern Company,US,USD,11. L5 電力供應 / 公用事業 / 核能,11. L5 電力供應 / 公用事業 / 核能,Regulated utility / power generation,公用事業 / 資本密集,公用事業 / 資本密集,成熟複利,成熟複利,低到中,"PE, dividend yield, EV/EBITDA","PE, PB, EV/EBITDA peer/history blend",合理反映,估值接近成熟公用事業合理區間,complete,92.05,103768072192.0,23.5422,18.720613,12.994,3.4388757,2.7953234,0.08,0.48002997,0.46310002,0.14458999,,,https://finance.yahoo.com/quote/SO
US,AEP,AEP,American Electric Power,US,USD,11. L5 電力供應 / 公用事業 / 核能,11. L5 電力供應 / 公用事業 / 核能,Transmission / utility,公用事業 / 資本密集,公用事業 / 資本密集,成熟複利,成熟複利,低到中,"PE, dividend yield, EV/EBITDA","PE, PB, EV/EBITDA peer/history blend",合理反映,估值接近成熟公用事業合理區間,complete,126.67,68921786368.0,18.738165,18.478428,13.279,3.0723393,2.1662989,0.102,0.47243,0.40748,0.16289,,,https://finance.yahoo.com/quote/AEP
US,EXC,EXC,Exelon,US,USD,11. L5 電力供應 / 公用事業 / 核能,11. L5 電力供應 / 公用事業 / 核能,Utility / transmission,公用事業 / 資本密集,公用事業 / 資本密集,成熟複利,成熟複利,低到中,"PE, dividend yield, EV/EBITDA","PE, PB, EV/EBITDA peer/history blend",未充分反映,公用事業估值偏低，若負載成長兌現有重評空間,complete,45.64,46699216896.0,16.717949,15.02586,11.787,1.8840965,1.5930192,0.079,0.42641,0.33280998,0.11212,,,https://finance.yahoo.com/quote/EXC
US,PEG,PEG,PSEG,US,USD,11. L5 電力供應 / 公用事業 / 核能,11. L5 電力供應 / 公用事業 / 核能,Utility / power,公用事業 / 資本密集,公用事業 / 資本密集,成熟複利,成熟複利,低到中,"PE, dividend yield, EV/EBITDA","PE, PB, EV/EBITDA peer/history blend",合理反映,估值接近成熟公用事業合理區間,complete,78.65,39192981504.0,17.400442,16.744766,13.178,3.0633876,2.2636352,0.194,0.3536,0.37479,0.17688,,,https://finance.yahoo.com/quote/PEG
US,SRE,SRE,Sempra,US,USD,11. L5 電力供應 / 公用事業 / 核能,11. L5 電力供應 / 公用事業 / 核能,Utility / LNG / grid,公用事業 / 資本密集,公用事業 / 資本密集,成熟複利,成熟複利,低到中,"PE, dividend yield, EV/EBITDA","PE, PB, EV/EBITDA peer/history blend",合理反映,估值接近成熟公用事業合理區間,complete,89.13,58263392256.0,30.316324,16.097048,18.578,4.298295,1.8414147,-0.039,0.42457,0.41452998,0.1443,,,https://finance.yahoo.com/quote/SRE
US,OKLO,OKLO,Oklo,US,USD,11. L5 電力供應 / 公用事業 / 核能,11. L5 電力供應 / 公用事業 / 核能,Advanced nuclear,公用事業 / 資本密集,公用事業 / 資本密集,轉機 / 虧轉盈,轉機 / 虧轉盈,低到中,"PE, dividend yield, EV/EBITDA","PE, PB, EV/EBITDA peer/history blend",資料不足,虧損公司需要 breakeven revenue / cash burn 資料,complete,66.88,11636516864.0,,-79.71204,-54.794,,4.406958,,0.0,0.0,0.0,,,https://finance.yahoo.com/quote/OKLO
US,SMR,SMR,NuScale Power,US,USD,11. L5 電力供應 / 公用事業 / 核能,11. L5 電力供應 / 公用事業 / 核能,Small modular reactor,公用事業 / 資本密集,公用事業 / 資本密集,轉機 / 虧轉盈,轉機 / 虧轉盈,低到中,"PE, dividend yield, EV/EBITDA","PE, PB, EV/EBITDA peer/history blend",極度過熱 / priced for perfection,虧損且 PS > 20x，需要高成長與快速轉盈同時成立,complete,12.67,4385160192.0,,-18.907345,-16.948,234.88994,3.452316,-0.958,0.23836,0.0,0.0,,,https://finance.yahoo.com/quote/SMR
US,FCX,FCX,Freeport-McMoRan,US,USD,12. L5 原材料 / 工業氣體 / 電纜,12. L5 原材料 / 工業氣體 / 電纜,Copper,材料 / 化學品,材料 / 化學品,成熟複利,成熟複利,低到中,"EV/EBITDA, P/B, normalized margin","Mid-cycle PB, normalized EBITDA",偏熱,P/B 偏高，需要高 ROIC 或供給緊缺支持,complete,65.71,94462050304.0,34.767197,17.624323,11.564,3.575264,4.841229,0.088,0.38636002,0.37027,0.10344,,,https://finance.yahoo.com/quote/FCX
US,SCCO,SCCO,Southern Copper,US,USD,12. L5 原材料 / 工業氣體 / 電纜,12. L5 原材料 / 工業氣體 / 電纜,Copper,材料 / 化學品,材料 / 化學品,成熟複利,成熟複利,低到中,"EV/EBITDA, P/B, normalized margin","Mid-cycle PB, normalized EBITDA",偏熱,材料股 EV/EBITDA 偏高，需要 commodity spread 支持,complete,191.3,159606505472.0,32.368866,29.095146,18.275,10.969896,13.540487,0.362,0.62709,0.60826,0.34131,,,https://finance.yahoo.com/quote/SCCO
US,TECK,TECK,Teck Resources,US,USD,12. L5 原材料 / 工業氣體 / 電纜,12. L5 原材料 / 工業氣體 / 電纜,Copper / base metals,材料 / 化學品,材料 / 化學品,成熟複利,成熟複利,低到中,"EV/EBITDA, P/B, normalized margin","Mid-cycle PB, normalized EBITDA",合理反映,材料股估值未明顯過熱，但需看週期位置,complete,66.16,32411408384.0,24.234434,22.140373,7.424,2.6119275,1.7830343,0.722,0.30913,0.41134998,0.14909,,,https://finance.yahoo.com/quote/TECK
US,BHP,BHP,BHP,US,USD,12. L5 原材料 / 工業氣體 / 電纜,12. L5 原材料 / 工業氣體 / 電纜,Copper / iron ore / commodities,材料 / 化學品,材料 / 化學品,成熟複利,成熟複利,低到中,"EV/EBITDA, P/B, normalized margin","Mid-cycle PB, normalized EBITDA",偏熱,材料股 EV/EBITDA 偏高，需要 commodity spread 支持,complete,88.91,225862090752.0,22.062035,16.713287,17.958,4.183561,4.477289,0.108,0.83085,0.48700002,0.18972999,,,https://finance.yahoo.com/quote/BHP
US,RIO,RIO,Rio Tinto,US,USD,12. L5 原材料 / 工業氣體 / 電纜,12. L5 原材料 / 工業氣體 / 電纜,Copper / aluminum / commodities,材料 / 化學品,材料 / 化學品,成熟複利,成熟複利,低到中,"EV/EBITDA, P/B, normalized margin","Mid-cycle PB, normalized EBITDA",資料不足,材料股需要 mid-cycle EBITDA / ROIC 才能定性,complete,106.39,173016891392.0,17.469622,12.004866,9.466,3.0017853,2.7791855,0.146,0.28124002,0.35194,0.17291,,,https://finance.yahoo.com/quote/RIO
US,NUE,NUE,Nucor,US,USD,12. L5 原材料 / 工業氣體 / 電纜,12. L5 原材料 / 工業氣體 / 電纜,Steel,材料 / 化學品,材料 / 化學品,成熟複利,成熟複利,低到中,"EV/EBITDA, P/B, normalized margin","Mid-cycle PB, normalized EBITDA",資料不足,材料股需要 mid-cycle EBITDA / ROIC 才能定性,complete,250.0,56935235584.0,24.801588,15.8382015,12.651,1.6667223,2.7261624,0.213,0.14062999,0.14502,0.06824,,,https://finance.yahoo.com/quote/NUE
US,STLD,STLD,Steel Dynamics,US,USD,12. L5 原材料 / 工業氣體 / 電纜,12. L5 原材料 / 工業氣體 / 電纜,Steel,材料 / 化學品,材料 / 化學品,成熟複利,成熟複利,低到中,"EV/EBITDA, P/B, normalized margin","Mid-cycle PB, normalized EBITDA",偏熱,材料股 EV/EBITDA 偏高，需要 commodity spread 支持,complete,260.15,37516955648.0,27.853317,15.292361,17.761,1.973305,4.2096148,0.191,0.14038,0.121800005,0.07216,,,https://finance.yahoo.com/quote/STLD
US,AA,AA,Alcoa,US,USD,12. L5 原材料 / 工業氣體 / 電纜,12. L5 原材料 / 工業氣體 / 電纜,Aluminum,材料 / 化學品,材料 / 化學品,成熟複利,成熟複利,低到中,"EV/EBITDA, P/B, normalized margin","Mid-cycle PB, normalized EBITDA",資料不足,材料股需要 mid-cycle EBITDA / ROIC 才能定性,complete,77.64,20488409088.0,19.907692,11.526334,12.825,1.6189972,3.0015075,-0.052,0.16254,0.13402,0.081709996,,,https://finance.yahoo.com/quote/AA
US,LIN,LIN,Linde,US,USD,12. L5 原材料 / 工業氣體 / 電纜,12. L5 原材料 / 工業氣體 / 電纜,Industrial gases,材料 / 化學品,材料 / 化學品,成熟複利,成熟複利,低到中,"EV/EBITDA, P/B, normalized margin","Mid-cycle PB, normalized EBITDA",偏熱,材料股 EV/EBITDA 偏高，需要 commodity spread 支持,complete,497.69,230105628672.0,33.003315,25.250635,18.699,6.6398973,5.9697967,0.082,0.48766,0.39215,0.20436001,,,https://finance.yahoo.com/quote/LIN
US,APD,APD,Air Products,US,USD,12. L5 原材料 / 工業氣體 / 電纜,12. L5 原材料 / 工業氣體 / 電纜,Industrial gases,材料 / 化學品,材料 / 化學品,成熟複利,成熟複利,低到中,"EV/EBITDA, P/B, normalized margin","Mid-cycle PB, normalized EBITDA",偏熱,材料股 EV/EBITDA 偏高，需要 commodity spread 支持,complete,278.62,62043291648.0,29.32842,19.573488,21.155,4.9778395,3.964428,0.088,0.31983998,0.31111,0.16906999,,,https://finance.yahoo.com/quote/APD
